Year,Country Code,Current Amount2,Aid_class,Funding Agency Acronym,Region
2009,MX,100000,Humanitarian,USAID,Western Hemisphere
2009,MX,125000,Humanitarian,TDA,Western Hemisphere
2009,MX,206720,Humanitarian,TDA,Western Hemisphere
2009,MX,159887,Humanitarian,TDA,Western Hemisphere
2009,MX,64179,Humanitarian,TDA,Western Hemisphere
2009,MX,225063,Humanitarian,TDA,Western Hemisphere
2009,MX,61500,Humanitarian,AGR,Western Hemisphere
2009,MX,120000,Humanitarian,AGR,Western Hemisphere
2009,MX,42600,Humanitarian,AGR,Western Hemisphere
2009,MX,1400000,Humanitarian,PC,Western Hemisphere
2009,MX,42656,Humanitarian,USAID,Western Hemisphere
2009,MX,28139,Humanitarian,USAID,Western Hemisphere
2009,MX,1215840,Humanitarian,USAID,Western Hemisphere
2009,MX,208812,Humanitarian,USAID,Western Hemisphere
2009,MX,148831,Humanitarian,USAID,Western Hemisphere
2009,MX,955451,Humanitarian,USAID,Western Hemisphere
2009,MX,1215504,Humanitarian,USAID,Western Hemisphere
2009,MX,33150000,Education,DOD,Western Hemisphere
2009,MX,727000,Education,DOD,Western Hemisphere
2009,MX,34164000,Education,DOD,Western Hemisphere
2010,MX,16800,Governance,USAID,Western Hemisphere
2010,MX,34200,Governance,USAID,Western Hemisphere
2010,MX,146941,Governance,USAID,Western Hemisphere
2010,MX,636,Governance,USAID,Western Hemisphere
2010,MX,6307,Governance,USAID,Western Hemisphere
2010,MX,48829,Governance,USAID,Western Hemisphere
2010,MX,92876,Governance,USAID,Western Hemisphere
2010,MX,25162,Governance,USAID,Western Hemisphere
2010,MX,136,Governance,USAID,Western Hemisphere
2010,MX,2564,Governance,USAID,Western Hemisphere
2010,MX,2200,Governance,USAID,Western Hemisphere
2010,MX,308465,Governance,USAID,Western Hemisphere
2010,MX,14755,Governance,State,Western Hemisphere
2010,MX,220830,Governance,USAID,Western Hemisphere
2010,MX,14709,Governance,USAID,Western Hemisphere
2010,MX,62114,Governance,USAID,Western Hemisphere
2010,MX,33600,Governance,USAID,Western Hemisphere
2010,MX,6600,Governance,USAID,Western Hemisphere
2010,MX,1192381,Governance,USAID,Western Hemisphere
2010,MX,144792,Governance,USAID,Western Hemisphere
2010,MX,180901,Governance,USAID,Western Hemisphere
2010,MX,325079,Governance,USAID,Western Hemisphere
2010,MX,5052,Governance,USAID,Western Hemisphere
2010,MX,11290,Governance,USAID,Western Hemisphere
2010,MX,1063,Governance,USAID,Western Hemisphere
2010,MX,15,Agriculture,USAID,Western Hemisphere
2010,MX,211,Agriculture,USAID,Western Hemisphere
2010,MX,1658,Agriculture,USAID,Western Hemisphere
2010,MX,164,Agriculture,USAID,Western Hemisphere
2010,MX,74028,Agriculture,USAID,Western Hemisphere
2010,MX,20266,Agriculture,USAID,Western Hemisphere
2010,MX,87563,Agriculture,USAID,Western Hemisphere
2010,MX,1329063,Agriculture,USAID,Western Hemisphere
2010,MX,2961072,Agriculture,USAID,Western Hemisphere
2010,MX,5749,Agriculture,USAID,Western Hemisphere
2010,MX,1751,Governance,USAID,Western Hemisphere
2010,MX,18579,Governance,USAID,Western Hemisphere
2010,MX,1353,Governance,USAID,Western Hemisphere
2010,MX,21489,Governance,USAID,Western Hemisphere
2010,MX,99828,Health and Population,USAID,Western Hemisphere
2010,MX,6684,Health and Population,USAID,Western Hemisphere
2010,MX,-5233,Health and Population,USAID,Western Hemisphere
2010,MX,11139,Health and Population,USAID,Western Hemisphere
2010,MX,17912,Health and Population,USAID,Western Hemisphere
2010,MX,-1534,Health and Population,USAID,Western Hemisphere
2010,MX,31,Health and Population,USAID,Western Hemisphere
2010,MX,8573188,Health and Population,USAID,Western Hemisphere
2010,MX,19261,Health and Population,USAID,Western Hemisphere
2010,MX,24772,Health and Population,USAID,Western Hemisphere
2010,MX,1041127,Health and Population,USAID,Western Hemisphere
2010,MX,404448,Health and Population,USAID,Western Hemisphere
2010,MX,2655,Health and Population,USAID,Western Hemisphere
2010,MX,4296584,Health and Population,USAID,Western Hemisphere
2010,MX,5046,Health and Population,USAID,Western Hemisphere
2010,MX,779,Health and Population,State,Western Hemisphere
2010,MX,149,Health and Population,USAID,Western Hemisphere
2010,MX,161438,Health and Population,State,Western Hemisphere
2010,MX,431,Health and Population,State,Western Hemisphere
2010,MX,1400000,Health and Population,State,Western Hemisphere
2010,MX,251054,Health and Population,State,Western Hemisphere
2010,MX,1032,Health and Population,State,Western Hemisphere
2010,MX,2482,Health and Population,State,Western Hemisphere
2010,MX,21756,Health and Population,USAID,Western Hemisphere
2010,MX,17280,Health and Population,USAID,Western Hemisphere
2010,MX,173915,Health and Population,USAID,Western Hemisphere
2010,MX,199281,Other,USAID,Western Hemisphere
2010,MX,244,Other,USAID,Western Hemisphere
2010,MX,923,Other,USAID,Western Hemisphere
2010,MX,26751,Other,USAID,Western Hemisphere
2010,MX,66,Other,USAID,Western Hemisphere
2010,MX,28142,Other,USAID,Western Hemisphere
2010,MX,335109,Other,USAID,Western Hemisphere
2010,MX,26623,Other,USAID,Western Hemisphere
2010,MX,1890319,Other,USAID,Western Hemisphere
2010,MX,231719,Other,USAID,Western Hemisphere
2010,MX,128582,Other,USAID,Western Hemisphere
2010,MX,-625,Other,USAID,Western Hemisphere
2010,MX,180000,Other,USAID,Western Hemisphere
2010,MX,131418,Other,USAID,Western Hemisphere
2010,MX,2049,Other,USAID,Western Hemisphere
2010,MX,56059,Other,USAID,Western Hemisphere
2010,MX,78377,Other,USAID,Western Hemisphere
2010,MX,2316,Other,USAID,Western Hemisphere
2010,MX,3421,Agriculture,USAID,Western Hemisphere
2010,MX,525,Agriculture,USAID,Western Hemisphere
2010,MX,4700,Agriculture,USAID,Western Hemisphere
2010,MX,89480,Agriculture,USAID,Western Hemisphere
2010,MX,9182,Agriculture,USAID,Western Hemisphere
2010,MX,5164344,Agriculture,DOE,Western Hemisphere
2010,MX,42244255,Agriculture,State,Western Hemisphere
2010,MX,100526556,Agriculture,State,Western Hemisphere
2010,MX,40000,Agriculture,State,Western Hemisphere
2010,MX,-892,Agriculture,USAID,Western Hemisphere
2010,MX,1238,Agriculture,USAID,Western Hemisphere
2010,MX,8088,Agriculture,USAID,Western Hemisphere
2010,MX,737,Agriculture,USAID,Western Hemisphere
2010,MX,2912,Agriculture,USAID,Western Hemisphere
2010,MX,266404,Agriculture,USAID,Western Hemisphere
2010,MX,116773,Agriculture,HHS,Western Hemisphere
2010,MX,33202,Economic Growth,State,Western Hemisphere
2010,MX,63577,Economic Growth,State,Western Hemisphere
2010,MX,1010,Economic Growth,State,Western Hemisphere
2010,MX,40595,Economic Growth,USAID,Western Hemisphere
2010,MX,-36,Economic Growth,USAID,Western Hemisphere
2010,MX,1067356,Education,DOE,Western Hemisphere
2010,MX,1103416,Education,DOE,Western Hemisphere
2010,MX,104087,Education,DOE,Western Hemisphere
2010,MX,60387,Health and Population,USAID,Western Hemisphere
2010,MX,777742,Health and Population,IAF,Western Hemisphere
2010,MX,50000,Health and Population,USAID,Western Hemisphere
2010,MX,62906,Health and Population,USAID,Western Hemisphere
2010,MX,277,Health and Population,USAID,Western Hemisphere
2010,MX,137590,Health and Population,USAID,Western Hemisphere
2010,MX,37408,Health and Population,USAID,Western Hemisphere
2010,MX,-2,Health and Population,USAID,Western Hemisphere
2010,MX,88132,Health and Population,USAID,Western Hemisphere
2010,MX,140000,Health and Population,USAID,Western Hemisphere
2010,MX,254948,Health and Population,USAID,Western Hemisphere
2010,MX,95750,Health and Population,HHS,Western Hemisphere
2010,MX,47501,Health and Population,IAF,Western Hemisphere
2010,MX,56362,Health and Population,IAF,Western Hemisphere
2010,MX,80955,Health and Population,IAF,Western Hemisphere
2010,MX,49600,Health and Population,IAF,Western Hemisphere
2010,MX,41903,Health and Population,IAF,Western Hemisphere
2010,MX,25946,Health and Population,IAF,Western Hemisphere
2010,MX,755679,Health and Population,USAID,Western Hemisphere
2010,MX,299682,Health and Population,USAID,Western Hemisphere
2010,MX,60000,Other,IAF,Western Hemisphere
2010,MX,229962,Other,IAF,Western Hemisphere
2010,MX,45000,Other,State,Western Hemisphere
2010,MX,45000,Other,State,Western Hemisphere
2010,MX,30000,Other,State,Western Hemisphere
2010,MX,35180,Other,State,Western Hemisphere
2010,MX,34800,Other,State,Western Hemisphere
2010,MX,31700,Other,State,Western Hemisphere
2010,MX,100000,Other,State,Western Hemisphere
2010,MX,709417,Other,State,Western Hemisphere
2010,MX,650000,Other,State,Western Hemisphere
2010,MX,64736,Commodity Assistance,USAID,Western Hemisphere
2010,MX,446928,Commodity Assistance,USAID,Western Hemisphere
2010,MX,342102,Commodity Assistance,USAID,Western Hemisphere
2010,MX,6295255,Commodity Assistance,USAID,Western Hemisphere
2010,MX,36647,Commodity Assistance,USAID,Western Hemisphere
2010,MX,35815,Commodity Assistance,USAID,Western Hemisphere
2010,MX,9205,Commodity Assistance,USAID,Western Hemisphere
2010,MX,1159918,Commodity Assistance,State,Western Hemisphere
2010,MX,105540,Commodity Assistance,USAID,Western Hemisphere
2010,MX,364417,Commodity Assistance,State,Western Hemisphere
2010,MX,595403,Commodity Assistance,USAID,Western Hemisphere
2010,MX,-4916,Health and Population,USAID,Western Hemisphere
2010,MX,146930,Health and Population,USAID,Western Hemisphere
2010,MX,297396,Health and Population,USAID,Western Hemisphere
2010,MX,45000,Humanitarian,DOI,Western Hemisphere
2010,MX,40000,Humanitarian,DOI,Western Hemisphere
2010,MX,30624,Humanitarian,DOI,Western Hemisphere
2010,MX,18270,Humanitarian,DOI,Western Hemisphere
2010,MX,25000,Humanitarian,DOI,Western Hemisphere
2010,MX,35000,Humanitarian,DOI,Western Hemisphere
2010,MX,40000,Humanitarian,DOI,Western Hemisphere
2010,MX,62994,Humanitarian,DOI,Western Hemisphere
2010,MX,79059,Humanitarian,DOI,Western Hemisphere
2010,MX,25370,Humanitarian,DOI,Western Hemisphere
2010,MX,29000,Humanitarian,DOI,Western Hemisphere
2010,MX,24926,Humanitarian,DOI,Western Hemisphere
2010,MX,40000,Humanitarian,DOI,Western Hemisphere
2010,MX,45000,Humanitarian,DOI,Western Hemisphere
2010,MX,35000,Humanitarian,DOI,Western Hemisphere
2010,MX,29715,Humanitarian,DOI,Western Hemisphere
2010,MX,40000,Humanitarian,DOI,Western Hemisphere
2010,MX,24200,Humanitarian,DOI,Western Hemisphere
2010,MX,29000,Humanitarian,DOI,Western Hemisphere
2010,MX,32832,Humanitarian,DOI,Western Hemisphere
2010,MX,50000,Humanitarian,DOI,Western Hemisphere
2010,MX,30000,Humanitarian,DOI,Western Hemisphere
2010,MX,249870,Humanitarian,DOI,Western Hemisphere
2010,MX,249928,Humanitarian,DOI,Western Hemisphere
2010,MX,249930,Humanitarian,DOI,Western Hemisphere
2010,MX,249940,Humanitarian,DOI,Western Hemisphere
2010,MX,97846,Humanitarian,DOI,Western Hemisphere
2010,MX,200728,Humanitarian,DOI,Western Hemisphere
2010,MX,248000,Humanitarian,DOI,Western Hemisphere
2010,MX,315300,Humanitarian,DOI,Western Hemisphere
2010,MX,329877,Humanitarian,DOI,Western Hemisphere
2010,MX,414506,Humanitarian,DOI,Western Hemisphere
2010,MX,463974,Humanitarian,DOI,Western Hemisphere
2010,MX,47780,Humanitarian,IAF,Western Hemisphere
2010,MX,81446,Humanitarian,IAF,Western Hemisphere
2010,MX,25786,Education,DOI,Western Hemisphere
2010,MX,35000,Education,DOI,Western Hemisphere
2010,MX,73575,Education,DOI,Western Hemisphere
2010,MX,240026,Education,DOI,Western Hemisphere
2010,MX,79102,Education,DOI,Western Hemisphere
2010,MX,129403,Education,DOI,Western Hemisphere
2010,MX,135786,Education,DOI,Western Hemisphere
2010,MX,474528,Education,DOI,Western Hemisphere
2010,MX,-7007,Education,USAID,Western Hemisphere
2010,MX,678503,Education,USAID,Western Hemisphere
2010,MX,4791,Education,USAID,Western Hemisphere
2010,MX,77113,Governance,USAID,Western Hemisphere
2010,MX,38405,Governance,USAID,Western Hemisphere
2010,MX,9434,Health and Population,USAID,Western Hemisphere
2010,MX,57879,Health and Population,State,Western Hemisphere
2010,MX,34987,Health and Population,DOI,Western Hemisphere
2010,MX,44076,Health and Population,DOI,Western Hemisphere
2010,MX,14334,Health and Population,DOI,Western Hemisphere
2010,MX,25000,Health and Population,DOI,Western Hemisphere
2010,MX,23215,Health and Population,DOI,Western Hemisphere
2010,MX,59581,Health and Population,DOI,Western Hemisphere
2010,MX,36690,Governance,TDA,Western Hemisphere
2010,MX,108252,Governance,USAID,Western Hemisphere
2010,MX,15306,Governance,USAID,Western Hemisphere
2010,MX,38000,Governance,State,Western Hemisphere
2010,MX,788,Governance,State,Western Hemisphere
2010,MX,8215,Governance,State,Western Hemisphere
2010,MX,12103,Governance,USAID,Western Hemisphere
2010,MX,129,Governance,USAID,Western Hemisphere
2010,MX,8794,Governance,USAID,Western Hemisphere
2010,MX,11825,Governance,USAID,Western Hemisphere
2010,MX,4923,Governance,USAID,Western Hemisphere
2010,MX,83963,Governance,TDA,Western Hemisphere
2010,MX,55398,Governance,TDA,Western Hemisphere
2010,MX,50000,Governance,TDA,Western Hemisphere
2010,MX,10184,Governance,TDA,Western Hemisphere
2010,MX,396695,Governance,TDA,Western Hemisphere
2010,MX,120580,Governance,TDA,Western Hemisphere
2010,MX,23177,Governance,TDA,Western Hemisphere
2010,MX,36580,Governance,TDA,Western Hemisphere
2010,MX,263860,Governance,TDA,Western Hemisphere
2010,MX,50000,Governance,TDA,Western Hemisphere
2010,MX,410409,Governance,TDA,Western Hemisphere
2010,MX,3223,Governance,USAID,Western Hemisphere
2010,MX,2306,Governance,USAID,Western Hemisphere
2010,MX,733,Health and Population,AGR,Western Hemisphere
2010,MX,488,Health and Population,AGR,Western Hemisphere
2010,MX,1629,Health and Population,AGR,Western Hemisphere
2010,MX,63000,Health and Population,AGR,Western Hemisphere
2010,MX,9000,Health and Population,AGR,Western Hemisphere
2010,MX,976985,Health and Population,State,Western Hemisphere
2010,MX,69858,Health and Population,State,Western Hemisphere
2010,MX,11938,Health and Population,State,Western Hemisphere
2010,MX,44407,Health and Population,State,Western Hemisphere
2010,MX,15535,Health and Population,State,Western Hemisphere
2010,MX,131277,Health and Population,State,Western Hemisphere
2010,MX,69858,Health and Population,State,Western Hemisphere
2010,MX,55524,Health and Population,State,Western Hemisphere
2010,MX,11938,Health and Population,State,Western Hemisphere
2010,MX,69369,Health and Population,DOC,Western Hemisphere
2010,MX,100,Health and Population,DOC,Western Hemisphere
2010,MX,28640,Health and Population,DOC,Western Hemisphere
2010,MX,3217,Health and Population,FTC,Western Hemisphere
2010,MX,4789,Health and Population,USAID,Western Hemisphere
2010,MX,1148,Health and Population,USAID,Western Hemisphere
2010,MX,4042,Health and Population,USAID,Western Hemisphere
2010,MX,14455,Health and Population,PC,Western Hemisphere
2010,MX,37979,Health and Population,PC,Western Hemisphere
2010,MX,1813,Health and Population,PC,Western Hemisphere
2010,MX,8822,Health and Population,PC,Western Hemisphere
2010,MX,9548,Health and Population,PC,Western Hemisphere
2010,MX,4844,Health and Population,PC,Western Hemisphere
2010,MX,6081,Health and Population,USAID,Western Hemisphere
2010,MX,1815,Health and Population,USAID,Western Hemisphere
2010,MX,136909,Health and Population,USAID,Western Hemisphere
2010,MX,80000,Humanitarian,DOJ,Western Hemisphere
2010,MX,3618854,Economic Growth,DOJ,Western Hemisphere
2010,MX,44000,Economic Growth,DOJ,Western Hemisphere
2010,MX,1779,Economic Growth,DOJ,Western Hemisphere
2010,MX,4542,Economic Growth,DOJ,Western Hemisphere
2010,MX,265720,Economic Growth,DOJ,Western Hemisphere
2010,MX,339554,Economic Growth,DOJ,Western Hemisphere
2010,MX,9308,Economic Growth,State,Western Hemisphere
2010,MX,140571,Economic Growth,PC,Western Hemisphere
2010,MX,369320,Economic Growth,PC,Western Hemisphere
2010,MX,17636,Economic Growth,PC,Western Hemisphere
2010,MX,85792,Economic Growth,PC,Western Hemisphere
2010,MX,92853,Economic Growth,PC,Western Hemisphere
2010,MX,47105,Economic Growth,PC,Western Hemisphere
2010,MX,85000,Economic Growth,State,Western Hemisphere
2010,MX,132000,Economic Growth,State,Western Hemisphere
2010,MX,320393,Economic Growth,State,Western Hemisphere
2010,MX,30501,Economic Growth,State,Western Hemisphere
2010,MX,177643,Economic Growth,State,Western Hemisphere
2010,MX,1732747,Economic Growth,State,Western Hemisphere
2010,MX,191189,Governance,TREAS,Western Hemisphere
2010,MX,1221,Governance,TREAS,Western Hemisphere
2010,MX,267,Governance,USAID,Western Hemisphere
2010,MX,14823,Governance,USAID,Western Hemisphere
2010,MX,1104,Governance,USAID,Western Hemisphere
2010,MX,12658,Governance,USAID,Western Hemisphere
2010,MX,25000,Governance,HHS,Western Hemisphere
2010,MX,35084,Infrastructure,USAID,Western Hemisphere
2010,MX,28255,Infrastructure,USAID,Western Hemisphere
2010,MX,75000,Infrastructure,AGR,Western Hemisphere
2010,MX,109167,Other,PC,Western Hemisphere
2010,MX,286812,Other,PC,Western Hemisphere
2010,MX,13696,Other,PC,Western Hemisphere
2010,MX,66626,Other,PC,Western Hemisphere
2010,MX,72109,Other,PC,Western Hemisphere
2010,MX,36581,Other,PC,Western Hemisphere
2010,MX,13373,Other,State,Western Hemisphere
2010,MX,26746,Other,USAID,Western Hemisphere
2010,MX,13373,Other,USAID,Western Hemisphere
2010,MX,15918,Other,USAID,Western Hemisphere
2010,MX,39060,Other,USAID,Western Hemisphere
2010,MX,27000,Other,USAID,Western Hemisphere
2010,MX,44419,Health and Population,USAID,Western Hemisphere
2010,MX,1186558,Infrastructure,USAID,Western Hemisphere
2010,MX,525328,Governance,State,Western Hemisphere
2010,MX,900000,Governance,USAID,Western Hemisphere
2010,MX,39721,Governance,TDA,Western Hemisphere
2010,MX,99866,Governance,EPA,Western Hemisphere
2010,MX,104224,Governance,EPA,Western Hemisphere
2010,MX,422862,Governance,USAID,Western Hemisphere
2010,MX,5250000,Agriculture,DOD,Western Hemisphere
2010,MX,989000,Governance,DOD,Western Hemisphere
2010,MX,89749000,Governance,DOD,Western Hemisphere
2011,MX,26476,Admin Costs,USAID,Western Hemisphere
2011,MX,33600,Admin Costs,USAID,Western Hemisphere
2011,MX,37450,Admin Costs,USAID,Western Hemisphere
2011,MX,284875,Admin Costs,USAID,Western Hemisphere
2011,MX,175,Admin Costs,USAID,Western Hemisphere
2011,MX,658,Admin Costs,USAID,Western Hemisphere
2011,MX,1645,Admin Costs,USAID,Western Hemisphere
2011,MX,20974,Admin Costs,USAID,Western Hemisphere
2011,MX,3500,Admin Costs,USAID,Western Hemisphere
2011,MX,45803,Admin Costs,USAID,Western Hemisphere
2011,MX,2807,Admin Costs,USAID,Western Hemisphere
2011,MX,83819,Admin Costs,USAID,Western Hemisphere
2011,MX,400,Admin Costs,USAID,Western Hemisphere
2011,MX,418,Admin Costs,USAID,Western Hemisphere
2011,MX,317057,Admin Costs,USAID,Western Hemisphere
2011,MX,29388,Admin Costs,State,Western Hemisphere
2011,MX,173595,Admin Costs,State,Western Hemisphere
2011,MX,40494,Admin Costs,USAID,Western Hemisphere
2011,MX,207553,Admin Costs,USAID,Western Hemisphere
2011,MX,206124,Admin Costs,USAID,Western Hemisphere
2011,MX,323772,Admin Costs,USAID,Western Hemisphere
2011,MX,11445,Admin Costs,USAID,Western Hemisphere
2011,MX,32200,Admin Costs,USAID,Western Hemisphere
2011,MX,26400,Admin Costs,USAID,Western Hemisphere
2011,MX,91856,Admin Costs,USAID,Western Hemisphere
2011,MX,2248,Admin Costs,USAID,Western Hemisphere
2011,MX,159947,Admin Costs,USAID,Western Hemisphere
2011,MX,256918,Admin Costs,USAID,Western Hemisphere
2011,MX,479577,Admin Costs,USAID,Western Hemisphere
2011,MX,2709,Admin Costs,USAID,Western Hemisphere
2011,MX,88,Admin Costs,USAID,Western Hemisphere
2011,MX,38757,Admin Costs,IAF,Western Hemisphere
2011,MX,161822,Admin Costs,USAID,Western Hemisphere
2011,MX,6957000,Admin Costs,USAID,Western Hemisphere
2011,MX,49398,Admin Costs,USAID,Western Hemisphere
2011,MX,1252,Admin Costs,USAID,Western Hemisphere
2011,MX,400000,Admin Costs,USAID,Western Hemisphere
2011,MX,500000,Admin Costs,State,Western Hemisphere
2011,MX,-797,Admin Costs,USAID,Western Hemisphere
2011,MX,195000,Admin Costs,USAID,Western Hemisphere
2011,MX,11931386,Admin Costs,USAID,Western Hemisphere
2011,MX,492833,Admin Costs,USAID,Western Hemisphere
2011,MX,595552,Admin Costs,USAID,Western Hemisphere
2011,MX,135718,Admin Costs,USAID,Western Hemisphere
2011,MX,3837,Admin Costs,State,Western Hemisphere
2011,MX,6270,Admin Costs,USAID,Western Hemisphere
2011,MX,6483,Admin Costs,State,Western Hemisphere
2011,MX,4345,Admin Costs,State,Western Hemisphere
2011,MX,121774,Admin Costs,State,Western Hemisphere
2011,MX,5737,Admin Costs,USAID,Western Hemisphere
2011,MX,5140,Admin Costs,USAID,Western Hemisphere
2011,MX,-28737,Admin Costs,USAID,Western Hemisphere
2011,MX,73530,Admin Costs,USAID,Western Hemisphere
2011,MX,558,Admin Costs,USAID,Western Hemisphere
2011,MX,30230,Admin Costs,USAID,Western Hemisphere
2011,MX,104898,Admin Costs,USAID,Western Hemisphere
2011,MX,485334,Admin Costs,USAID,Western Hemisphere
2011,MX,1476786,Admin Costs,USAID,Western Hemisphere
2011,MX,75,Admin Costs,USAID,Western Hemisphere
2011,MX,726,Admin Costs,USAID,Western Hemisphere
2011,MX,175,Admin Costs,USAID,Western Hemisphere
2011,MX,23259,Admin Costs,USAID,Western Hemisphere
2011,MX,-7015,Admin Costs,USAID,Western Hemisphere
2011,MX,950,Admin Costs,USAID,Western Hemisphere
2011,MX,10917,Admin Costs,USAID,Western Hemisphere
2011,MX,29356,Admin Costs,USAID,Western Hemisphere
2011,MX,50000,Humanitarian,USAID,Western Hemisphere
2011,MX,-24,Humanitarian,USAID,Western Hemisphere
2011,MX,15268,Humanitarian,USAID,Western Hemisphere
2011,MX,5630,Humanitarian,DOE,Western Hemisphere
2011,MX,3496301,Humanitarian,DOE,Western Hemisphere
2011,MX,26796954,Humanitarian,State,Western Hemisphere
2011,MX,295191410,Humanitarian,State,Western Hemisphere
2011,MX,-6,Infrastructure,USAID,Western Hemisphere
2011,MX,67645,Infrastructure,USAID,Western Hemisphere
2011,MX,5895,Infrastructure,USAID,Western Hemisphere
2011,MX,672872,Infrastructure,USAID,Western Hemisphere
2011,MX,116773,Infrastructure,HHS,Western Hemisphere
2011,MX,1215,Infrastructure,State,Western Hemisphere
2011,MX,132595,Infrastructure,USAID,Western Hemisphere
2011,MX,1918,Infrastructure,USAID,Western Hemisphere
2011,MX,58969,Infrastructure,USAID,Western Hemisphere
2011,MX,81245,Infrastructure,DOE,Western Hemisphere
2011,MX,40785,Infrastructure,DOE,Western Hemisphere
2011,MX,974458,Infrastructure,DOE,Western Hemisphere
2011,MX,82722,Infrastructure,State,Western Hemisphere
2011,MX,52084,Infrastructure,State,Western Hemisphere
2011,MX,3000,Infrastructure,DOI,Western Hemisphere
2011,MX,115000,Infrastructure,State,Western Hemisphere
2011,MX,700219,Other,IAF,Western Hemisphere
2011,MX,12453,Other,State,Western Hemisphere
2011,MX,1350,Other,USAID,Western Hemisphere
2011,MX,105107,Other,USAID,Western Hemisphere
2011,MX,2161,Other,USAID,Western Hemisphere
2011,MX,153644,Other,USAID,Western Hemisphere
2011,MX,1555,Other,USAID,Western Hemisphere
2011,MX,200000,Other,State,Western Hemisphere
2011,MX,430000,Other,USAID,Western Hemisphere
2011,MX,745052,Other,USAID,Western Hemisphere
2011,MX,59325,Governance,IAF,Western Hemisphere
2011,MX,39840,Governance,IAF,Western Hemisphere
2011,MX,85100,Governance,IAF,Western Hemisphere
2011,MX,53054,Governance,IAF,Western Hemisphere
2011,MX,39721,Governance,IAF,Western Hemisphere
2011,MX,958850,Governance,USAID,Western Hemisphere
2011,MX,590512,Governance,USAID,Western Hemisphere
2011,MX,172703,Governance,USAID,Western Hemisphere
2011,MX,87508,Governance,IAF,Western Hemisphere
2011,MX,44000,Governance,IAF,Western Hemisphere
2011,MX,45000,Governance,State,Western Hemisphere
2011,MX,35000,Admin Costs,State,Western Hemisphere
2011,MX,45873,Admin Costs,State,Western Hemisphere
2011,MX,30000,Admin Costs,State,Western Hemisphere
2011,MX,36602,Admin Costs,State,Western Hemisphere
2011,MX,30000,Admin Costs,State,Western Hemisphere
2011,MX,330000,Admin Costs,State,Western Hemisphere
2011,MX,644431,Admin Costs,State,Western Hemisphere
2011,MX,-12123,Admin Costs,USAID,Western Hemisphere
2011,MX,541744,Admin Costs,USAID,Western Hemisphere
2011,MX,273967,Admin Costs,USAID,Western Hemisphere
2011,MX,4877109,Admin Costs,USAID,Western Hemisphere
2011,MX,721888,Admin Costs,USAID,Western Hemisphere
2011,MX,126576,Admin Costs,State,Western Hemisphere
2011,MX,1377322,Admin Costs,State,Western Hemisphere
2011,MX,480677,Admin Costs,USAID,Western Hemisphere
2011,MX,604139,Admin Costs,State,Western Hemisphere
2011,MX,52000,Admin Costs,State,Western Hemisphere
2011,MX,176573,Admin Costs,State,Western Hemisphere
2011,MX,-14665,Admin Costs,USAID,Western Hemisphere
2011,MX,8010,Admin Costs,USAID,Western Hemisphere
2011,MX,-21235,Admin Costs,USAID,Western Hemisphere
2011,MX,35000,Admin Costs,DOI,Western Hemisphere
2011,MX,26000,Admin Costs,DOI,Western Hemisphere
2011,MX,17519,Admin Costs,DOI,Western Hemisphere
2011,MX,45000,Admin Costs,DOI,Western Hemisphere
2011,MX,20703,Admin Costs,DOI,Western Hemisphere
2011,MX,40000,Admin Costs,DOI,Western Hemisphere
2011,MX,12300,Admin Costs,DOI,Western Hemisphere
2011,MX,50000,Admin Costs,DOI,Western Hemisphere
2011,MX,29999,Admin Costs,DOI,Western Hemisphere
2011,MX,24999,Admin Costs,DOI,Western Hemisphere
2011,MX,30000,Admin Costs,DOI,Western Hemisphere
2011,MX,25000,Admin Costs,DOI,Western Hemisphere
2011,MX,40000,Admin Costs,DOI,Western Hemisphere
2011,MX,37000,Admin Costs,DOI,Western Hemisphere
2011,MX,39976,Admin Costs,DOI,Western Hemisphere
2011,MX,38800,Admin Costs,DOI,Western Hemisphere
2011,MX,17872,Admin Costs,DOI,Western Hemisphere
2011,MX,13762,Admin Costs,DOI,Western Hemisphere
2011,MX,96615,Admin Costs,DOI,Western Hemisphere
2011,MX,9000,Admin Costs,DOI,Western Hemisphere
2011,MX,91190,Admin Costs,DOI,Western Hemisphere
2011,MX,31316,Admin Costs,DOI,Western Hemisphere
2011,MX,10000,Admin Costs,DOI,Western Hemisphere
2011,MX,45100,Admin Costs,DOI,Western Hemisphere
2011,MX,70000,Admin Costs,DOI,Western Hemisphere
2011,MX,174744,Admin Costs,DOI,Western Hemisphere
2011,MX,40000,Admin Costs,DOI,Western Hemisphere
2011,MX,700000,Admin Costs,DOI,Western Hemisphere
2011,MX,36596,Admin Costs,DOI,Western Hemisphere
2011,MX,56000,Admin Costs,DOI,Western Hemisphere
2011,MX,90080,Admin Costs,DOI,Western Hemisphere
2011,MX,57100,Admin Costs,IAF,Western Hemisphere
2011,MX,49012,Admin Costs,IAF,Western Hemisphere
2011,MX,50000,Admin Costs,State,Western Hemisphere
2011,MX,22500,Admin Costs,DOI,Western Hemisphere
2011,MX,6685,Admin Costs,DOI,Western Hemisphere
2011,MX,101619,Admin Costs,DOI,Western Hemisphere
2011,MX,143905,Admin Costs,DOI,Western Hemisphere
2011,MX,175983,Admin Costs,USAID,Western Hemisphere
2011,MX,-13563,Admin Costs,USAID,Western Hemisphere
2011,MX,57759,Admin Costs,USAID,Western Hemisphere
